what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1435678349442
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1435678356382
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1435678356887
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1435678358474
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435678358987
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1435678360016
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435678360324
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435678360352
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1435678367695
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1435678368034
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435678368176
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435678368543
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435678369801
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435678369801
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435678370556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678399895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678438976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678447336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678482862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678484591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678501334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678509315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678511701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678516780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678518685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678529396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678532724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678539844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678541812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1435678553288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678563549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678564950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1435678571187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678576909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678578413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1435678610704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678632582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678634430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435678635638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435678636082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678638133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678640989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435678691757
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1435678709776
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435678712197
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435678726722
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435678730603
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435678730911
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435678730951
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435678803680
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435678806145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678810323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678864275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678869508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678871971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678873467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435678891747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1435678895799
