what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336553784
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435336565902
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336565902
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435336616424
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435336616662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336621411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336634820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336637114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336659449
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435336663074
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435336663256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336663896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336674655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435336677750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336689216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336690085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336690947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336695402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336711585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336731537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336744883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336763026
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435336795863
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1435336797230
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1435336798418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336825150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336831697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336840184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435336854818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337037938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337041033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337043246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337044379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337051572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337058946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337071798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337140766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337154233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337155287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337156285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337157831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337174259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337175162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435337181349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435337182913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337191668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337192857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435337193858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337197697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337199585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435337204901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337210792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337212703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337214744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337216474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435337221941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337224848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337225875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435337233503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337240426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337246744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337255977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337276826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337287248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337296167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337307763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337309328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337323828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337334918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337336020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337350505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337356304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337357360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337358003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337360631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337372807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337400960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1435337418251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1435337441031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435337454755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337582074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337653870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435337694748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337736607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337745151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337748431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337749776
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1435337749821
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435337750636
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1435337752040
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1435337752044
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1435337752053
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1435337752057
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1435337752076
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1435337752079
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1435337752080
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1435676004807
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1435676004808
