what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435180170148
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180170409
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435180178388
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180178781
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180183687
error,log,,,"Could not retrieve declared methods",1435180187683
error,log,,,"Could not retrieve declared methods",1435180187688
error,log,,,"Could not retrieve declared methods",1435180187690
error,log,,,"Could not retrieve declared methods",1435180187693
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180190859
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180195659
error,log,,,"Could not retrieve declared methods",1435180204397
error,log,,,"Could not retrieve declared methods",1435180204401
error,log,,,"Could not retrieve declared methods",1435180204403
error,log,,,"Could not retrieve declared methods",1435180204405
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180213147
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180219597
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180225847
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180229960
error,log,,,"Could not retrieve declared methods",1435180242295
error,log,,,"Could not retrieve declared methods",1435180242299
error,log,,,"Could not retrieve declared methods",1435180242301
error,log,,,"Could not retrieve declared methods",1435180242302
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180256274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435180262411
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435180263365
error,log,,,"Could not retrieve declared methods",1435180265606
error,log,,,"Could not retrieve declared methods",1435180265611
error,log,,,"Could not retrieve declared methods",1435180265613
error,log,,,"Could not retrieve declared methods",1435180265615
